question,code,product_name,category
What are the ingredients in Rana's fromage de chèvre and caramelized onion dish?,8001665725910,Rana - FROMAGE DE CHÈVRE & OIGNONS CARAMÉLISÉS,ingredient
How many calories are there in 100g of Rana's caramelized onion and goat cheese meal?,8001665725910,Rana - FROMAGE DE CHÈVRE & OIGNONS CARAMÉLISÉS,nutrition
Is there any goat cheese in Rana's pasta meals?,8001665725910,Rana - FROMAGE DE CHÈVRE & OIGNONS CARAMÉLISÉS,allergen
What are the main ingredients in Lu's Galetes Principe Est. Xocolata biscuits?,8410180103507,Galetes Principe Est. Xocolata,ingredient
Do Lu's Galetes Principe Est. Xocolata contain gluten?,8410180103507,Galetes Principe Est. Xocolata,allergen
How many calories are in 100g of Lu's Galetes Principe Est. Xocolata?,8410180103507,Galetes Principe Est. Xocolata,nutrition
What are the ingredients in President's Choice chicken nuggets?,0060383002251,Pub chicken nuggets,ingredient
How many calories are there in 100g of Pub chicken nuggets?,0060383002251,Pub chicken nuggets,nutrition
Are President's Choice chicken nuggets suitable for someone with a wheat allergy?,0060383002251,Pub chicken nuggets,allergen
What are the ingredients in Sottolestelle's organic buckwheat flakes?,8032454071161,Fiocchi di grano saraceno integrale bio,ingredient
How many calories are in 100g of Fiocchi di grano saraceno integrale bio?,8032454071161,Fiocchi di grano saraceno integrale bio,nutrition
Are there any added sugars in Sottolestelle's buckwheat flakes?,8032454071161,Fiocchi di grano saraceno integrale bio,allergen
What ingredients are in Bounty Trio chocolate bars?,5000159381178,Bounty Trio,ingredient
Does Bounty Trio contain any gluten?,5000159381178,Bounty Trio,allergen
How many calories are in Bounty Trio snacks?,5000159381178,Bounty Trio,nutrition
What are the ingredients in Belle France's flavored yogurts?,3258561420370,Yaourt Aromatisés,ingredient
Does Yaourt Aromatisés contain any allergens?,3258561420370,Yaourt Aromatisés,allergen
What is the sugar content in Belle France's flavored dairy dessert per 100g?,3258561420370,Yaourt Aromatisés,nutrition
What are the ingredients in Yooji's smooth pumpkin puree for babies from 4 months?,3760234500185,Purée surgelée de potiron bio lisse pour bébé dès 4 mois,ingredient
How many calories and sugars are in 100g of Yooji's organic baby pumpkin puree?,3760234500185,Purée surgelée de potiron bio lisse pour bébé dès 4 mois,nutrition
Can I find a frozen baby food pureed vegetable option suitable for infants starting from 4 months?,3760234500185,Purée surgelée de potiron bio lisse pour bébé dès 4 mois,discovery
What are the ingredients in AH's rundvleessalade?,8710400042907,Rundvleessalade,ingredient
How many calories are in 100g of AH rundvleessalade?,8710400042907,Rundvleessalade,nutrition
Is there any added sugar in AH's rundvleessalade?,8710400042907,Rundvleessalade,constraint
What are the ingredients in Frantastique!'s Le Petit Torsadou luftgetrocknet?,4061458062411,Le Petit Torsadou luftgetrocknet,ingredient
Does Le Petit Torsadou luftgetrocknet contain any milk allergens?,4061458062411,Le Petit Torsadou luftgetrocknet,allergen
How much fat is present in Le Petit Torsadou luftgetrocknet by Frantastique!?,4061458062411,Le Petit Torsadou luftgetrocknet,nutrition
What are the main ingredients in Paupiettes de veau with sherry and tarragon?,3383740005878,Paupiettes de veau jus xérès et estragon,ingredient
Does Paupiettes de veau contain any allergens?,3383740005878,Paupiettes de veau jus xérès et estragon,allergen
How many calories are in 100 grams of Paupiettes de veau jus xérès et estragon?,3383740005878,Paupiettes de veau jus xérès et estragon,nutrition
What are the ingredients in GreenWise organic gold potatoes?,0041415072855,Gold Potatoes,ingredient
How many calories are there in 100g of Gold Potatoes from GreenWise?,0041415072855,Gold Potatoes,nutrition
Are there any fats in GreenWise organic gold potatoes?,0041415072855,Gold Potatoes,nutrition
What are the main ingredients in President's Choice roasted portobello mushroom pasta sauce?,0060383985585,Roasted portobello mushroom pasta sauce,ingredient
How many calories does President's Choice roasted portobello mushroom pasta sauce contain per 100g?,0060383985585,Roasted portobello mushroom pasta sauce,nutrition
Is there any garlic in President's Choice roasted portobello mushroom pasta sauce?,0060383985585,Roasted portobello mushroom pasta sauce,allergen
What are the main ingredients in Gretel's Raz el Hanout spice mix?,3390122204200,Raz el Hanout,ingredient
How many calories are in 100 grams of Raz el Hanout by Gretel?,3390122204200,Raz el Hanout,nutrition
Is there any palm oil used in Gretel's Raz el Hanout seasoning?,3390122204200,Raz el Hanout,allergen
What are the ingredients in Pic-Me's orange popcorn?,7899879300594,Pipoca Laranja,ingredient
Does Pic-Me's Pipoca Laranja contain any common allergens?,7899879300594,Pipoca Laranja,allergen
What is the calorie count for 100 grams of Pipoca Laranja by Pic-Me?,7899879300594,Pipoca Laranja,nutrition
What are the main ingredients in Cora's quince jelly?,3257983138979,Gelée extra Coing,ingredient
How many calories are in Gelée extra Coing by Cora?,3257983138979,Gelée extra Coing,nutrition
Is Cora's quince jelly suitable for vegan diets?,3257983138979,Gelée extra Coing,constraint
What baby food contains a fig and berry flavor and is made by Gerber?,0055000385299,Puffs soufflés saveur de figue et de baies,product_lookup
Are there any added sugars in Gerber's fig and berry puff soufflés?,0055000385299,Puffs soufflés saveur de figue et de baies,ingredient
How many calories are in 100g of Gerber's fig and berry soufflés?,0055000385299,Puffs soufflés saveur de figue et de baies,nutrition
Is there any salt in the Puffs soufflés saveur de figue et de baies by Gerber?,0055000385299,Puffs soufflés saveur de figue et de baies,allergen
How much protein is present in 100g of Gerber's soufflés with fig and berry flavor?,0055000385299,Puffs soufflés saveur de figue et de baies,nutrition
What unique ingredients does Gerber include in their fig and berry puff soufflés?,0055000385299,Puffs soufflés saveur de figue et de baies,ingredient
What is the flavor of Katie's Kombucha that contains Wicklow raspberries?,5392000185142,Strawberry kombucha,discovery
How many calories are in 100g of strawberry kombucha from Katie's Kombucha?,5392000185142,Strawberry kombucha,nutrition
Does Katie's Kombucha's strawberry flavor contain any fat?,5392000185142,Strawberry kombucha,allergen
What ingredients are used in Dunne's Paprika Maiswafels?,8710871402880,Dunne Maiswafels Paprika,ingredient
Does Dunne Maiswafels Paprika contain any milk allergens?,8710871402880,Dunne Maiswafels Paprika,allergen
What is the energy content per 100g of Dunne Maiswafels with Paprika?,8710871402880,Dunne Maiswafels Paprika,nutrition
What are the main ingredients in Watson Ridge's chicken nuggets?,0829810933502,Croquettes de poulet,ingredient
Does Watson Ridge's Croquettes de poulet contain any allergens?,0829810933502,Croquettes de poulet,allergen
How much fat is in 100g of Watson Ridge's Croquettes de poulet?,0829810933502,Croquettes de poulet,nutrition
What are the main ingredients in Sharpham Park's spelt bran flakes?,1033962001609,spelt bran flakes,ingredient
How many calories are in 100 grams of spelt bran flakes?,1033962001609,spelt bran flakes,nutrition
Is there any added sugar in Sharpham Park's spelt bran flakes?,1033962001609,spelt bran flakes,nutrition
What are the ingredients in Ökovital's Bio Smoothies?,4038857130010,Bio Smoothies,ingredient
How many calories are in a 100g serving of Bio Smoothies by Ökovital?,4038857130010,Bio Smoothies,nutrition
Does Ökovital's Bio Smoothies contain any allergens like gelatine?,4038857130010,Bio Smoothies,allergen
What are the ingredients in Weihenstephan's Ramjoghrt typisch Lebkuchen yogurt?,4008452040441,Ramjoghrt typisch Lebkuchen,ingredient
How many calories are in a 100g serving of Ramjoghrt typisch Lebkuchen?,4008452040441,Ramjoghrt typisch Lebkuchen,nutrition
Does Ramjoghrt typisch Lebkuchen contain any allergens like nuts or shellfish?,4008452040441,Ramjoghrt typisch Lebkuchen,allergen
What are the main ingredients in Lean Cuisine's meat sauce lasagna?,0013800166685,Lasagna with Meat Sauce,ingredient
Does Lean Cuisine's lasagna contain gluten or soy?,0013800166685,Lasagna with Meat Sauce,allergen
How many calories are there in 100g of Lean Cuisine lasagna with meat sauce?,0013800166685,Lasagna with Meat Sauce,nutrition
What are the nutritional values per 100g for the GREENLAND champignons?,26034515,Champignons 3. Wahl geschnitten,nutrition
Do the GREENLAND sliced champignons contain any sugar?,26034515,Champignons 3. Wahl geschnitten,ingredient
What is the fat content in the GREENLAND canned champignons?,26034515,Champignons 3. Wahl geschnitten,nutrition
What are the ingredients in Auchan's Saucisson de Savoie Fumé?,3596710424412,Saucisson de savoie fumé,ingredient
Does Saucisson de Savoie Fumé contain milk allergens?,3596710424412,Saucisson de savoie fumé,allergen
How much fat is in the prepared pork sausage from Auchan?,3596710424412,Saucisson de savoie fumé,nutrition
What are the ingredients in EPIC's Baked Pork Rinds with Pink Himalayan Sea Salt?,0732153119239,Baked Pork Rinds Pink Himalayan Sea Salt,ingredient
How much fat is in EPIC Baked Pork Rinds?,0732153119239,Baked Pork Rinds Pink Himalayan Sea Salt,nutrition
Are there any added sugars in the Baked Pork Rinds by EPIC?,0732153119239,Baked Pork Rinds Pink Himalayan Sea Salt,nutrition
What are the ingredients in La Cremeria's Crunchy Raspberry snack?,8445290262790,Crunchy Raspberry,ingredient
How many calories are in the Crunchy Raspberry from Nestle?,8445290262790,Crunchy Raspberry,nutrition
Does La Cremeria's Crunchy Raspberry contain any preservatives?,8445290262790,Crunchy Raspberry,ingredient
What are the ingredients in Sauz's creamy calabrian vodka sauce?,0850041276137,Creamy calabrian vodka sauce,ingredient
How many calories are in Sauz creamy calabrian vodka sauce per 100g?,0850041276137,Creamy calabrian vodka sauce,nutrition
Which brand makes a vodka pasta sauce that includes Calabrian chili pepper?,0850041276137,Creamy calabrian vodka sauce,discovery
What are the ingredients in Christian Potier's hollandaise sauce?,3302762203086,L'authentique Sauce N°9 hollandaise,ingredient
Does L'authentique Sauce N°9 contain any allergens?,3302762203086,L'authentique Sauce N°9 hollandaise,allergen
What is the fat content in Christian Potier's hollandaise sauce per 100g?,3302762203086,L'authentique Sauce N°9 hollandaise,nutrition
What are the main ingredients in Naturalia's TOASRS CROUSTILLANTS BLE COMPLET?,3700036908871,"TOASRS CROUSTILLANTS BLE COMPLET, EMMENTAL ET GRAINES DE COURGE",ingredient
How many calories are there in 100g of the TOASRS CROUSTILLANTS BLE COMPLET with emmental and pumpkin seeds?,3700036908871,"TOASRS CROUSTILLANTS BLE COMPLET, EMMENTAL ET GRAINES DE COURGE",nutrition
Are there any sesame seeds in the salty snacks from Naturalia?,3700036908871,"TOASRS CROUSTILLANTS BLE COMPLET, EMMENTAL ET GRAINES DE COURGE",allergen
What are the ingredients in Sainsbury's Smooth & Sweet Red Pepper Houmous?,01175424,Smooth & Sweet Red Pepper Houmous,ingredient
How many calories are in Sainsbury's Smooth & Sweet Red Pepper Houmous?,01175424,Smooth & Sweet Red Pepper Houmous,nutrition
Is there any garlic in Sainsbury's Smooth & Sweet Red Pepper Houmous?,01175424,Smooth & Sweet Red Pepper Houmous,allergen
What are the main ingredients in vly's Coffee Shake?,4262426520302,Coffee Shake,ingredient
How many calories are in a 100g serving of the Coffee Shake by vly?,4262426520302,Coffee Shake,nutrition
Is there any added sugar in vly's Coffee Shake?,4262426520302,Coffee Shake,nutrition
What are the ingredients in Esselunga's low sodium Grissinetti?,2000000064674,Grissinetti a basso contenuto di sodio Esselunga,ingredient
How much fat does Esselunga's Grissinetti a basso contenuto di sodio have per 100g?,2000000064674,Grissinetti a basso contenuto di sodio Esselunga,nutrition
Are there any allergens in Esselunga's low sodium Grissinetti breadsticks?,2000000064674,Grissinetti a basso contenuto di sodio Esselunga,allergen
What brand offers an assortment of biscuits that includes dark and white chocolate?,3596710556144,Assortiment de biscuits,product_lookup
Does Pouce's assortment of biscuits contain any milk or eggs?,3596710556144,Assortiment de biscuits,allergen
What are the ingredients in Pouce's assortment de biscuits?,3596710556144,Assortiment de biscuits,ingredient
How many calories are there per 100g in Pouce's assortment de biscuits?,3596710556144,Assortiment de biscuits,nutrition
Can I find a sweet snack assortment that includes both chocolate and cookies?,3596710556144,Assortiment de biscuits,discovery
Is there a gluten-free assortment of biscuits from the Pouce brand?,3596710556144,Assortiment de biscuits,constraint
What differentiates the Pouce assortment de biscuits from other sweet snack options?,3596710556144,Assortiment de biscuits,comparison
What vegan nuggets are made by Soto?,4026584143618,Végé Nuggets,product_lookup
Do Végé Nuggets contain gluten or soy allergens?,4026584143618,Végé Nuggets,allergen
How much protein is in Soto's Végé Nuggets?,4026584143618,Végé Nuggets,nutrition
What are the main ingredients in Kölln's chocolate muesli?,4000540004687,Müsli Schokolade,ingredient
Does Kölln's muesli with chocolate contain gluten or milk?,4000540004687,Müsli Schokolade,allergen
What is the sugar content per 100g in Kölln's Schokolade muesli?,4000540004687,Müsli Schokolade,nutrition
What are the main ingredients in Nutkao's hazelnut spread?,22173140,Bueno Creme,ingredient
Is there any milk or nut allergen in Chocóla's sweet spread?,22173140,Bueno Creme,allergen
How many calories are in Bueno Creme hazelnut spread per 100 grams?,22173140,Bueno Creme,nutrition
What is the fat content in Gut & Günstig's Feta cheese?,4311501723715,Feta,nutrition
Does Gut & Günstig's Feta contain any allergens?,4311501723715,Feta,allergen
Is there a version of Feta that is made from sheep and goat milk?,4311501723715,Feta,discovery
What are the ingredients in Edy's Slow Churned Double Fudge Brownie Light Ice Cream?,0041548074863,Slow Churned Double Fudge Brownie Light Ice Cream,ingredient
Does Edy's Slow Churned Double Fudge Brownie Ice Cream contain gluten?,0041548074863,Slow Churned Double Fudge Brownie Light Ice Cream,allergen
What is the calorie content per 100g of Edy's light ice cream?,0041548074863,Slow Churned Double Fudge Brownie Light Ice Cream,nutrition
What are the main ingredients in LM Sandwich's light salad?,8437000199038,ENSALADA LIGERA LM,ingredient
Does LM Sandwich's light salad contain gluten?,8437000199038,ENSALADA LIGERA LM,allergen
What is the calorie count per 100g for the Ensalada Ligera from LM Sandwich?,8437000199038,ENSALADA LIGERA LM,nutrition
What are the main ingredients in Tesco's Thai Inspired Chicken Curry Wrap?,03434581,Thai Inspired Chicken Curry Wrap,ingredient
How many calories are in a 100g serving of the Thai Inspired Chicken Curry Wrap by Tesco?,03434581,Thai Inspired Chicken Curry Wrap,nutrition
Is the Thai Inspired Chicken Curry Wrap suitable for people with gluten allergies?,03434581,Thai Inspired Chicken Curry Wrap,allergen
What are the ingredients in Clos Saint Sozy's duck foie gras block?,3443705001236,Bloc de foie gras de canard,ingredient
How many calories are in 100 grams of Bloc de foie gras de canard?,3443705001236,Bloc de foie gras de canard,nutrition
Is there any sugar in Clos Saint Sozy's block of duck foie gras?,3443705001236,Bloc de foie gras de canard,nutrition
What are the ingredients of Enlínea's Barras PROTEÍNA?,7804000002803,Barras PROTEÍNA,ingredient
How much fat is in Barras PROTEÍNA by Enlínea?,7804000002803,Barras PROTEÍNA,nutrition
Does Barras PROTEÍNA contain any sugars?,7804000002803,Barras PROTEÍNA,allergen
What are the ingredients in Hengshun rice vinegar?,6902007509217,Rice vinegar,ingredient
How many calories are in Hengshun rice vinegar?,6902007509217,Rice vinegar,nutrition
Is there any fat in Hengshun rice vinegar?,6902007509217,Rice vinegar,nutrition
What are the ingredients in Grillparty's spicy Dijon mustard?,25809633,Dijonsenf mit Chili,ingredient
How much salt is in Dijon mustard with chili from Penny?,25809633,Dijonsenf mit Chili,nutrition
Is there any allergen information for Haberland's Dijon mustard with chili?,25809633,Dijonsenf mit Chili,allergen
What are the main ingredients in Boom Chicka Pop's real butter popcorn?,0818780015035,"Boom Chicka Pop Real butter popcorn, real butter",ingredient
How many calories are there in 100g of Boom Chicka Pop real butter popcorn?,0818780015035,"Boom Chicka Pop Real butter popcorn, real butter",nutrition
Is Boom Chicka Pop real butter popcorn suitable for someone looking for a low sugar snack?,0818780015035,"Boom Chicka Pop Real butter popcorn, real butter",discovery
What are the ingredients in Comtesse Du Barry's Tarama aux œufs de cabillaud?,3660806506358,Tarama aux œufs de cabillaud,ingredient
Does Tarama aux œufs de cabillaud contain gluten?,3660806506358,Tarama aux œufs de cabillaud,allergen
What is the fat content per 100g in Comtesse Du Barry's seafood spread?,3660806506358,Tarama aux œufs de cabillaud,nutrition
What dietary supplement by Almased contains 52.2g of protein per 100g?,4250529300006,Almased,product_lookup
Is there a dietary supplement that includes soybeans as an allergen?,4250529300006,Almased,allergen
What is the energy content of Almased per 100g?,4250529300006,Almased,nutrition
What ingredients are used in Schweppes Zero Agrumes?,3124480191106,Schweppes Zero Agrumes,ingredient
Does Schweppes Zero Agrumes contain any allergens?,3124480191106,Schweppes Zero Agrumes,allergen
How many calories are in 100g of Schweppes carbonated drinks?,3124480191106,Schweppes Zero Agrumes,nutrition
What sweet snacks contain buttermilk and butter?,4088600140612,Scones,discovery
"Are there any snacks with a high sugar content, specifically 30.7g per 100g?",4088600140612,Scones,nutrition
Which pastries have milk as an allergen?,4088600140612,Scones,allergen
What are the main ingredients in Findus' breaded cauliflower and cheese medallions?,8434702001034,Medallones de coliflor y queso,ingredient
How much fat is in Findus' cauliflower and cheese medallions?,8434702001034,Medallones de coliflor y queso,nutrition
Does Findus' medallones de coliflor y queso contain any egg allergens?,8434702001034,Medallones de coliflor y queso,allergen
What are the main ingredients in Cora's crunchy muesli with fruits?,3257985566879,Muesli Croustillant aux fruits,ingredient
Does Cora's Muesli Croustillant aux fruits contain any gluten?,3257985566879,Muesli Croustillant aux fruits,allergen
How many calories are in Cora's Muesli Croustillant aux fruits per 100g?,3257985566879,Muesli Croustillant aux fruits,nutrition
What are the main ingredients in Mentos Fruit Mix Pouch?,8723400781011,Fruit Mix Pouch,ingredient
How many calories does Mentos Fruit Mix Pouch have per 100 grams?,8723400781011,Fruit Mix Pouch,nutrition
Is there any protein in Mentos Fruit Mix Pouch?,8723400781011,Fruit Mix Pouch,nutrition
What brand offers semi skimmed milk with 46kcal per 100g?,5601244500063,Leite de Pastagem Meio-Gordo,product_lookup
Can you tell me the ingredients in Terra Nostra's pasteurized semi skimmed milk?,5601244500063,Leite de Pastagem Meio-Gordo,ingredient
How much fat is present in the ultra-pasteurized semi skimmed milk by Terra Nostra?,5601244500063,Leite de Pastagem Meio-Gordo,nutrition
What frozen breakfast contains organic tofu and cheddar cheese?,0042272014248,CALIFORNIA SCRAMBLE with CHEDDAR CHEESE,product_lookup
Does Amy's California Scramble include any organic potatoes?,0042272014248,CALIFORNIA SCRAMBLE with CHEDDAR CHEESE,ingredient
How much fat is in Amy's California Scramble with Cheddar Cheese?,0042272014248,CALIFORNIA SCRAMBLE with CHEDDAR CHEESE,nutrition
What are the main ingredients in Iglo's Cordon Bleu dish?,8720195570028,Ping En Klaar Cordon Blue,ingredient
Does the Ping En Klaar Cordon Blue contain any allergens?,8720195570028,Ping En Klaar Cordon Blue,allergen
How many calories are in the Ping En Klaar Cordon Blue by Iglo?,8720195570028,Ping En Klaar Cordon Blue,nutrition
What are the ingredients in Il Gusto Deli Italia's mortadelle?,2007030026572,Mortadelle,ingredient
How much fat is in 100g of Mortadelle from Il Gusto Deli Italia?,2007030026572,Mortadelle,nutrition
Does Il Gusto Deli Italia's mortadelle contain any allergens?,2007030026572,Mortadelle,allergen
What are the nutritional values per 100g of Carrefour's Ventre de Merlu Blanc du Cap?,3560070551651,Ventre de Merlu Blanc du Cap,nutrition
Does Carrefour's Ventre de Merlu Blanc du Cap contain any allergens?,3560070551651,Ventre de Merlu Blanc du Cap,allergen
What fish varieties are included in Carrefour's Ventre de Merlu Blanc du Cap?,3560070551651,Ventre de Merlu Blanc du Cap,ingredient
What are the main ingredients in Bilash Peshawar Rice?,4061461601096,Peshawar Rice,ingredient
Does Bilash Peshawar Rice contain any milk allergens?,4061461601096,Peshawar Rice,allergen
What is the energy content per 100g of Peshawar Rice by Bilash?,4061461601096,Peshawar Rice,nutrition
What are the main ingredients of Mondamin's Milchreis Klassisch?,8711200454655,Milchreis Klassisch,ingredient
Is there milk in Mondamin's Milchreis Klassisch?,8711200454655,Milchreis Klassisch,allergen
How many calories are in 100g of Milchreis Klassisch by Mondamin?,8711200454655,Milchreis Klassisch,nutrition
What are the ingredients in Carrefour's white vinegar?,3560071262297,Vinaigre blanc spécial conserves,ingredient
How many calories are in Carrefour's special white vinegar?,3560071262297,Vinaigre blanc spécial conserves,nutrition
Is there any sugar in Carrefour's white vinegar for preserves?,3560071262297,Vinaigre blanc spécial conserves,nutrition
What are the ingredients in Lenny & Larry's complete cookie double chocolate?,1230000066594,The complete cookie double chocolate,ingredient
How many calories are there in a 100g serving of Lenny & Larry's double chocolate cookie?,1230000066594,The complete cookie double chocolate,nutrition
Does Lenny & Larry's complete cookie double chocolate contain any allergens?,1230000066594,The complete cookie double chocolate,allergen
What are the ingredients in Albert Heijn's peanut butter with peanut pieces?,8710400003083,Pindakaas stukjes pinda,ingredient
Does Albert Heijn's Pindakaas stukjes pinda contain any allergens?,8710400003083,Pindakaas stukjes pinda,allergen
What is the protein content in Albert Heijn's peanut butter?,8710400003083,Pindakaas stukjes pinda,nutrition
What are the main ingredients in HSN's Evowhey & oats protein powder?,5060326279400,Evowhey & oats,ingredient
Does HSN’s Evowhey & oats contain gluten?,5060326279400,Evowhey & oats,allergen
How many grams of protein per 100g does HSN's Evowhey & oats provide?,5060326279400,Evowhey & oats,nutrition
What are the ingredients in Franprix's Cidre de Normandie brut?,3263855096186,Cidre de Normandie brut,ingredient
Does Franprix's Cidre de Normandie brut contain any allergens?,3263855096186,Cidre de Normandie brut,allergen
What is the energy content of Franprix Cidre de Normandie brut per 100g?,3263855096186,Cidre de Normandie brut,nutrition
What are the main ingredients in let's party Pigs in Blankets?,4088600192710,Pigs in Blankets,ingredient
How many calories are in 100g of let's party Pigs in Blankets?,4088600192710,Pigs in Blankets,nutrition
Is there any pork in the let's party Pigs in Blankets?,4088600192710,Pigs in Blankets,allergen
What brand offers beer battered cod fillets with Atlantic cod as the main ingredient?,4088600309606,Beer Battered Cod Fillets,product_lookup
Does Aldi's beer battered cod fillets contain any allergens?,4088600309606,Beer Battered Cod Fillets,allergen
What is the protein content in Aldi's specially selected beer battered cod fillets?,4088600309606,Beer Battered Cod Fillets,nutrition
What are the ingredients of General Mills Trix cereal?,0016000163942,Trix,ingredient
How many calories are in Trix breakfast cereal per 100g?,0016000163942,Trix,nutrition
Is there any artificial flavoring in General Mills Trix?,0016000163942,Trix,allergen
What are the ingredients in Kirkland Signature's Sweet Heat Seasoned Snack Mix?,0196633976796,Sweet Heat Seasoned Snack Mix,ingredient
How many calories are in Sweet Heat Seasoned Snack Mix by Kirkland Signature?,0196633976796,Sweet Heat Seasoned Snack Mix,nutrition
Is the Sweet Heat Seasoned Snack Mix from Kirkland Signature nut-based?,0196633976796,Sweet Heat Seasoned Snack Mix,allergen
What are the ingredients in Bgc Manufacturing's Lite nonfat yogurt?,0092825107859,Lite nonfat yogurt,ingredient
How many calories are in a 100g serving of the Lite nonfat yogurt by Bgc Manufacturing?,0092825107859,Lite nonfat yogurt,nutrition
Is there any fat content in Bgc Manufacturing's Lite nonfat yogurt?,0092825107859,Lite nonfat yogurt,nutrition
What brand offers a baby cereal with 5 different grains suitable for infants aged 6 to 36 months?,8445290117649,P'TITE CEREALE 5 Céréales - Boîte 415g - De 6 à 36 mois,product_lookup
Does P'tite cereale 5 Céréales contain any milk or dairy ingredients?,8445290117649,P'TITE CEREALE 5 Céréales - Boîte 415g - De 6 à 36 mois,allergen
What is the energy content per 100g in Nestlé's P'tite cereale 5 Céréales?,8445290117649,P'TITE CEREALE 5 Céréales - Boîte 415g - De 6 à 36 mois,nutrition
What types of greens are included in Trader Joe's Frischer Salat Florence Art?,29061259,Frischer Salat Florence Art,ingredient
Does Trader Joe's Frischer Salat Florence Art contain any sulphites?,29061259,Frischer Salat Florence Art,allergen
What is the calorie content per 100g in the Frischer Salat Florence Art by Trader Joe's?,29061259,Frischer Salat Florence Art,nutrition
What are the ingredients in Nixe's Mediterranean tuna salad?,20398521,Tuňákový salát na středomořský způsob,ingredient
Does Nixe's tuna salad contain gluten or eggs?,20398521,Tuňákový salát na středomořský způsob,allergen
How many calories are in 100 grams of Nixe's tuna salad?,20398521,Tuňákový salát na středomořský způsob,nutrition
What are the ingredients in Marks & Spencer BBQ Beef Jerky?,00104364,BBQ Beef Jerky,ingredient
Does Marks & Spencer BBQ Beef Jerky contain any soy allergens?,00104364,BBQ Beef Jerky,allergen
How many calories are in 100g of the BBQ Beef Jerky from Marks & Spencer?,00104364,BBQ Beef Jerky,nutrition
What are the main ingredients in Naturaplan's Rande & Himbeere & Barbabietola & Lampone Jogurt?,7613356654464,Rande & Himbeere & Barbabietola & Lampone Jogurt,ingredient
How many calories does Naturaplan's beetroot and raspberry yogurt have per 100g?,7613356654464,Rande & Himbeere & Barbabietola & Lampone Jogurt,nutrition
Is there any salt in Naturaplan's Rande & Himbeere & Barbabietola & Lampone Jogurt?,7613356654464,Rande & Himbeere & Barbabietola & Lampone Jogurt,allergen
What are the main ingredients in T&T Foods thick egg noodles?,0061483000413,Thick Egg Noodles,ingredient
How many calories are there in a 100g serving of Loblaws thick egg noodles?,0061483000413,Thick Egg Noodles,nutrition
Are there any salts in the thick egg noodles from T&T Foods?,0061483000413,Thick Egg Noodles,nutrient
What are the key ingredients in Casino's Sauce chasseur?,3222475588198,Sauce chasseur,ingredient
Does Casino's Sauce chasseur contain any allergens?,3222475588198,Sauce chasseur,allergen
How many calories are in 100g of Casino Sauce chasseur?,3222475588198,Sauce chasseur,nutrition
What are the ingredients in Sun Chips?,0008400048028,Chips,ingredient
Is there gluten in Sun Chips?,0008400048028,Chips,allergen
How much fat is in a serving of Sun Chips?,0008400048028,Chips,nutrition
What are the ingredients in Paysan Breton's Fromage Le Petit Moulé Nature?,3236240070702,Fromage Le Petit Moulé Nature,ingredient
Does Fromage Le Petit Moulé Nature contain milk allergens?,3236240070702,Fromage Le Petit Moulé Nature,allergen
What is the fat content per 100g in Paysan Breton's cheese spreads?,3236240070702,Fromage Le Petit Moulé Nature,nutrition
What are the ingredients in Sportyfeel's Deluxe Protein Peanut & Cookie protein bar?,4056489454717,Deluxe Protein Peanut & Cookie,ingredient
How much fat is in the Deluxe Protein Peanut & Cookie bar from Sportyfeel?,4056489454717,Deluxe Protein Peanut & Cookie,nutrition
Are there any allergens in Sportyfeel's Deluxe Protein Peanut & Cookie protein bar?,4056489454717,Deluxe Protein Peanut & Cookie,allergen
What are the ingredients in Sinalco's lemon soft drink?,4018715004394,Zitronenlimonade,ingredient
How many calories are in Sinalco Zitronenlimonade?,4018715004394,Zitronenlimonade,nutrition
Is Sinalco Zitronenlimonade suitable for someone looking for a fruit-based carbonated beverage?,4018715004394,Zitronenlimonade,discovery
What are the ingredients in Albert Heijn's Melbatoast crackers?,8718907297547,Melbatoast,ingredient
Does Melbatoast contain any gluten or soy allergens?,8718907297547,Melbatoast,allergen
What is the calorie content per 100 grams in Melbatoast?,8718907297547,Melbatoast,nutrition
What are the main ingredients in Carrefour's breaded krokiety with cabbage and mushrooms?,5905784310695,Krokiety z kapustą i grzybami,ingredient
Does Carrefour's krokiety contain any gluten?,5905784310695,Krokiety z kapustą i grzybami,allergen
How much fat is present in Carrefour's krokiety with cabbage and mushrooms?,5905784310695,Krokiety z kapustą i grzybami,nutrition
What are the ingredients in Helsinki Mills Overnight Oats?,6415000163640,Overnight Oats,ingredient
How many calories are in Overnight Oats by Helsinki Mills?,6415000163640,Overnight Oats,nutrition
Is there any added sugar in Helsinki Mills Overnight Oats?,6415000163640,Overnight Oats,allergen
What are the main ingredients in Torras dark chocolate with sweeteners?,8410342006998,7 St. chocolate,ingredient
How many calories are in 100 grams of 7 St. chocolate by Torras?,8410342006998,7 St. chocolate,nutrition
Is there any sugar in Torras 7 St. chocolate?,8410342006998,7 St. chocolate,nutrient
What are the ingredients in Milbona's Maasdam cheese?,20763626,Maasdam bio,ingredient
How much fat does Maasdam cheese from Milbona contain per 100g?,20763626,Maasdam bio,nutrition
Is the Maasdam cheese by Milbona made from organic ingredients?,20763626,Maasdam bio,discovery
What are the ingredients in PICARD's cashew nuts with pepper and salt?,3270160854400,"Noix de cajou, poivre et sel",ingredient
How many calories are in 100g of PICARD's roasted cashew nuts?,3270160854400,"Noix de cajou, poivre et sel",nutrition
